Transaction ID,Customer ID,Transaction Amount,Transaction Type,Location,Device Used,Transaction Time,Historical Fraud Flag,Risk Score,Fraud Label
e1b4c51a-dd5f-4d6e-8966-b1b6db1dc63b,CUSTFRAUD-4808,6677.26,POS Payment,UAE,Tablet,2024-01-08 05:45:58,1,0.17,0
d6d7bb7e-810f-4db4-bcb7-098ca318d92e,CUSTFRAUD-8503,8283.41,ATM Withdrawal,India,Tablet,2024-01-29 21:26:34,0,0.75,0
b758886b-ddd1-49b3-8840-4c0c1dc28647,CUSTFRAUD-1784,6569.56,ATM Withdrawal,Australia,Desktop,2024-02-07 11:49:58,0,0.08,0
cfd4c84c-0180-4871-a007-ffc612e93078,CUSTFRAUD-2498,9677.97,Wire Transfer,Australia,Desktop,2024-03-09 20:05:37,0,0.13,0
d1e861b0-7f3d-47b4-b7c8-0f353403c231,CUSTFRAUD-4007,1902.57,Online Purchase,UAE,Desktop,2024-01-23 03:22:15,0,0.61,0
4071bea3-1746-4c0a-8217-cd5f3b4a6f4b,CUSTFRAUD-7030,4642.88,POS Payment,UK,Mobile,2024-02-26 02:39:10,0,0.28,0
d1940807-f25e-4cab-95aa-c900d49fb7f2,CUSTFRAUD-3833,2610.4,Crypto Exchange,Canada,Unknown,2024-01-29 20:12:11,0,0.62,0
6bdf3f8e-827e-443e-947d-c7325ea3f72f,CUSTFRAUD-9798,7501.64,Wire Transfer,Germany,Mobile,2024-03-27 22:25:16,0,0.9,1
679df44d-4b8e-4d76-806d-c58556982bc0,CUSTFRAUD-8337,7083.22,POS Payment,Singapore,Tablet,2024-03-20 17:44:07,1,0.09,0
470116e7-15dd-4a2a-a6aa-5df2a309672d,CUSTFRAUD-7666,6452.25,ATM Withdrawal,Japan,Tablet,2024-03-30 09:24:43,0,0.73,0
f2940956-213f-4fc8-bfca-0b836f55d73f,CUSTFRAUD-3917,7773.31,Online Purchase,France,Unknown,2024-01-01 08:25:25,0,0.52,0
3b2902e2-db83-4ebd-99d9-f6b67b751fa9,CUSTFRAUD-6164,5850.15,Online Purchase,Australia,Tablet,2024-03-31 14:21:12,1,0.97,1
02448f94-2ed8-448c-8752-c4d8a4079830,CUSTFRAUD-9376,4095.65,POS Payment,Japan,Mobile,2024-02-03 01:43:38,1,0.15,0
d9f9d840-9fbc-40af-87d3-6df52e16bc9e,CUSTFRAUD-8957,1922.81,ATM Withdrawal,Canada,Unknown,2024-02-03 16:57:14,1,0.14,0
96186494-bbd2-4331-9b89-374b0782c076,CUSTFRAUD-4074,7084.45,Crypto Exchange,France,Tablet,2024-01-02 13:33:03,1,0.29,0
3430cf26-2d11-479b-b026-723061b58238,CUSTFRAUD-1357,2257.36,Wire Transfer,UAE,Mobile,2024-02-14 11:21:22,1,0.54,0
a62018cb-0813-4910-99b0-e88fdde3db62,CUSTFRAUD-4473,5019.84,Online Purchase,Germany,Mobile,2024-02-08 02:19:53,1,0.06,0
dcbf09cb-3f50-4378-b187-e87265d08100,CUSTFRAUD-2240,4785.21,ATM Withdrawal,Singapore,Unknown,2024-02-09 04:44:41,1,0.89,1
fec4540a-d7fa-4311-a6e0-4666f78ad4a0,CUSTFRAUD-1878,8150.72,Wire Transfer,UAE,Tablet,2024-02-09 03:32:11,1,0.24,0
07feb8fe-2148-4dff-a40f-f45648866063,CUSTFRAUD-7277,9004.77,Wire Transfer,Japan,Tablet,2024-02-02 00:58:18,0,0.71,0
f99ac706-f0c0-4bcc-8151-6cfe4f86d60f,CUSTFRAUD-3025,7931.5,Online Purchase,UAE,Mobile,2024-02-18 22:27:12,1,0.84,1
061705d6-5d61-496d-974f-7b13309c3c2f,CUSTFRAUD-3154,9626.65,ATM Withdrawal,UAE,Desktop,2024-01-13 12:11:13,0,0.37,0
ed809d1c-676e-443e-807e-b015dc35cab7,CUSTFRAUD-5864,751.66,ATM Withdrawal,India,Unknown,2024-01-24 07:59:23,1,0.64,0
838675bd-c27d-4e76-b0dc-9abd1f520f73,CUSTFRAUD-5038,4862.03,Online Purchase,France,Mobile,2024-02-08 21:45:43,0,0.61,0
44af2585-fc2f-4fdc-ad78-957a42876fd8,CUSTFRAUD-3043,2072.1,Crypto Exchange,Canada,Desktop,2024-03-14 17:05:55,1,0.92,1
0dfefeac-48f6-45fc-8e4c-2283ba18ef09,CUSTFRAUD-6298,4122.07,Online Purchase,Australia,Mobile,2024-02-16 17:24:03,0,0.45,0
c45410ea-fe9b-4d2b-95ce-5701bd842e77,CUSTFRAUD-6758,898.33,POS Payment,Singapore,Tablet,2024-02-29 02:32:32,0,0.85,0
f2a9607d-6896-4eca-822d-20445fa35c6b,CUSTFRAUD-8353,7096.7,Wire Transfer,Germany,Desktop,2024-03-22 08:12:47,0,0.9,1
30c1c3bb-d81b-4517-a18c-9afb0c22ab1b,CUSTFRAUD-7914,8631.71,Online Purchase,France,Tablet,2024-02-01 22:14:20,1,0.01,0
a7bb2036-9cdd-44b0-977f-bc3feee57996,CUSTFRAUD-6065,3654.72,POS Payment,UAE,Tablet,2024-03-29 19:51:18,1,0.84,1
6c1e6fc1-d92b-4431-9be9-50b03be89924,CUSTFRAUD-3414,7679.88,Wire Transfer,Australia,Tablet,2024-01-19 08:06:41,1,0.62,0
ef0e011a-0016-4783-8d42-72f4968f3002,CUSTFRAUD-5852,8896.84,ATM Withdrawal,France,Desktop,2024-03-03 18:46:03,0,0.35,0
5b53e7df-cf49-4a99-a0e9-9f675b69f3e9,CUSTFRAUD-2798,249.05,Crypto Exchange,Japan,Desktop,2024-01-29 13:42:36,1,0.49,0
78e2d3c1-7a24-4909-b3e5-779fece0ca32,CUSTFRAUD-8880,5245.59,Wire Transfer,UK,Mobile,2024-03-19 19:58:11,0,0.63,0
0b82e1fc-395f-46a0-ad78-e3155abb8d0d,CUSTFRAUD-6990,8508.68,POS Payment,France,Desktop,2024-03-21 11:46:46,0,0.57,0
56dc7164-eb4d-4739-8df0-2b08357201cf,CUSTFRAUD-1076,1903.04,Wire Transfer,India,Tablet,2024-03-22 18:45:20,0,0.61,0
ca3a70eb-5d75-448d-9769-04196e827b00,CUSTFRAUD-9847,5661.18,Crypto Exchange,UK,Desktop,2024-02-05 21:02:34,0,0.37,0
3096bd2d-c349-4987-82ee-89ef6a498d38,CUSTFRAUD-8310,774.93,Wire Transfer,Japan,Tablet,2024-01-05 00:01:38,0,0.27,0
700283b4-b6a9-47b5-88ce-c576248447ef,CUSTFRAUD-4251,3879.25,ATM Withdrawal,France,Mobile,2024-03-01 20:57:07,0,0.89,1
92974277-4fda-45d3-baa4-64476b490908,CUSTFRAUD-1038,1339.24,Online Purchase,Australia,Tablet,2024-02-14 17:21:03,0,0.46,0
ff778da8-fa51-4772-ac15-39e1f70d5ed0,CUSTFRAUD-4127,6183.11,Crypto Exchange,Japan,Mobile,2024-01-30 15:49:39,0,0.7,0
052535f7-b451-4003-8548-8f18bf764812,CUSTFRAUD-2590,7787.09,Wire Transfer,Canada,Desktop,2024-03-24 23:00:55,1,0.86,1
5a6ce3a6-6c04-4748-8fe5-19159e0e052d,CUSTFRAUD-2626,6057.85,POS Payment,France,Tablet,2024-03-06 14:30:57,1,0.45,0
6c270ee4-ea83-4935-9d69-8cb793e770be,CUSTFRAUD-1856,6912.38,ATM Withdrawal,Canada,Unknown,2024-03-16 02:15:32,0,0.89,1
c0fa59f5-5cef-42ac-9c9f-70ad16d1aac9,CUSTFRAUD-1667,1084.61,Crypto Exchange,India,Mobile,2024-01-05 05:52:04,1,0.48,0
8ddf8f30-a7fe-4f10-9008-4e8b8ae5a5ac,CUSTFRAUD-2845,9406.05,Wire Transfer,India,Mobile,2024-02-02 17:42:36,0,0.04,0
55fdcc4e-0553-48ab-b387-3804ea01b497,CUSTFRAUD-2100,9901.29,POS Payment,Canada,Tablet,2024-03-06 17:42:27,1,0.22,0
957791cc-c211-410e-8aee-114524b16d30,CUSTFRAUD-5783,7445.47,Crypto Exchange,UAE,Desktop,2024-02-19 11:45:43,1,0.62,0
673019b6-0191-4213-aaf3-b4428aa21e87,CUSTFRAUD-8700,6417.98,Online Purchase,Japan,Tablet,2024-03-09 13:12:27,1,0.35,0
7fcac8b2-6af8-43c6-aecd-901857efbaf1,CUSTFRAUD-8878,9179.6,Crypto Exchange,Canada,Desktop,2024-02-02 22:44:38,0,0.46,0
7f5b9906-a07f-45fc-8873-b360f7efd2b5,CUSTFRAUD-6704,3054.52,POS Payment,Canada,Desktop,2024-03-12 15:01:45,1,0.36,0
8e5320e2-ae1d-4000-a829-3b5f8864fc67,CUSTFRAUD-5951,8630.41,Online Purchase,France,Desktop,2024-02-26 07:46:57,0,0.25,0
e902f43e-4b3e-4a27-9741-e24f7f264c76,CUSTFRAUD-6009,8461.72,POS Payment,France,Unknown,2024-03-03 10:51:29,1,0.14,0
5138f01b-b69e-43f6-b4ac-c25540df4843,CUSTFRAUD-1465,8427.26,Crypto Exchange,UAE,Desktop,2024-01-02 07:54:14,1,0.35,0
a5d1bfa1-cfce-404b-955c-5595761e65d4,CUSTFRAUD-3449,4560.42,ATM Withdrawal,Singapore,Tablet,2024-03-08 13:13:51,1,0.54,0
b759186c-1980-441d-9f9b-f6260b1ecd3f,CUSTFRAUD-1399,6627.9,Crypto Exchange,UK,Desktop,2024-02-24 05:31:49,1,0.36,0
eb7feda8-4286-4893-a2ea-49c83f1d021a,CUSTFRAUD-1857,5812.17,POS Payment,France,Desktop,2024-03-13 23:41:29,0,0.95,1
03193141-2c30-4d08-9047-fc8feeb30b1b,CUSTFRAUD-9132,5837.85,Crypto Exchange,France,Desktop,2024-01-06 08:35:31,1,0.26,0
6ee2ac16-867e-4e40-8a02-81a6185c4419,CUSTFRAUD-7675,1021.68,ATM Withdrawal,Singapore,Mobile,2024-01-14 02:57:47,1,0.72,1
2711fa9a-1b6b-4945-98dd-23b84273c2da,CUSTFRAUD-8828,1411.71,ATM Withdrawal,France,Tablet,2024-01-12 17:16:09,0,0.08,0
9a70986e-badc-4d04-8799-d9d346d2666b,CUSTFRAUD-5950,5753.07,Online Purchase,UAE,Tablet,2024-02-01 20:14:36,0,0.6,0
48ca7e47-e11b-4787-a25f-3a5258349953,CUSTFRAUD-7816,5958.98,POS Payment,Singapore,Desktop,2024-02-01 17:35:02,0,0.48,0
5d3b98e7-2f72-424d-b120-9ea708459d48,CUSTFRAUD-3895,5333.47,Online Purchase,UK,Mobile,2024-01-29 23:56:13,1,0.47,0
f668e02b-54df-4951-9c74-c2ac4f05ef3e,CUSTFRAUD-5385,9979.13,Wire Transfer,USA,Unknown,2024-02-25 15:50:35,1,0.6,0
7788bc68-0e13-457e-bc59-c006b1ec4cca,CUSTFRAUD-5040,2101.39,Crypto Exchange,France,Desktop,2024-02-21 12:23:46,1,0.35,0
4d74d0b0-471b-4c17-9c4d-1b2aee77ea42,CUSTFRAUD-9337,8886.11,ATM Withdrawal,France,Desktop,2024-01-17 21:26:05,0,0.59,0
8704b90d-ce55-4329-b6ec-c118ac0036fe,CUSTFRAUD-6723,5634.76,Wire Transfer,USA,Unknown,2024-02-24 11:12:22,0,0.81,0
7c7976cb-7377-4697-ac39-0a09bc6c0298,CUSTFRAUD-2751,9919.76,Online Purchase,Germany,Unknown,2024-02-06 15:19:41,1,0.13,0
45283367-4cc5-4ff8-a260-829c4bacdac1,CUSTFRAUD-8259,9569.43,Crypto Exchange,UAE,Mobile,2024-02-19 02:59:21,0,0.81,0
06d188a2-3b56-42d7-9950-71c10181f288,CUSTFRAUD-2253,847.99,POS Payment,Australia,Mobile,2024-03-31 23:53:06,1,0.09,0
fe44d83d-33c8-4f40-bb82-d3878a7e37ef,CUSTFRAUD-1464,3247.96,POS Payment,UK,Mobile,2024-02-04 20:24:00,0,0.07,0
b50561dc-1b3a-4ee8-aaaa-00458e08c306,CUSTFRAUD-8362,1386.49,POS Payment,Canada,Desktop,2024-02-04 05:40:06,0,0.22,0
f4c04fe8-60a7-4a7e-8f67-3b9b20d40bac,CUSTFRAUD-8644,7081.65,ATM Withdrawal,Canada,Mobile,2024-02-29 20:26:21,1,0.25,0
e9e1cfad-4400-4f57-9dd7-7d4b1e54209f,CUSTFRAUD-8996,4903.97,ATM Withdrawal,UK,Unknown,2024-03-02 23:42:55,1,0.19,0
1aabc98a-78e4-4c10-a6a0-b8f00fe0bb2b,CUSTFRAUD-7061,8501.88,Wire Transfer,Japan,Unknown,2024-02-08 06:04:15,1,0.17,0
d39706b5-614c-4a6d-89ce-d2cb66ef77aa,CUSTFRAUD-8992,9069.06,Crypto Exchange,Singapore,Unknown,2024-03-26 02:38:05,0,0.71,0
01db5217-ddb4-4d49-966d-6e7d945ff28e,CUSTFRAUD-3542,4613.06,Crypto Exchange,Australia,Desktop,2024-01-29 22:35:30,1,0.81,1
1bb4dc80-33f1-4a6d-9a65-047192233831,CUSTFRAUD-2232,1632.42,Wire Transfer,Germany,Tablet,2024-01-08 21:31:00,0,0.79,0
66e437dc-204c-4f7c-b2ed-12e0ac7fc1a4,CUSTFRAUD-7962,6613.35,POS Payment,Singapore,Tablet,2024-02-09 19:34:33,1,0.23,0
feee1ba0-21c3-4406-aaa9-f4b1c6a1ae5d,CUSTFRAUD-1627,1527.4,Wire Transfer,India,Mobile,2024-02-17 11:56:21,0,0.63,0
c593c2a2-96c6-4a0b-9c2c-1b1669d5d40e,CUSTFRAUD-3935,6398.6,Crypto Exchange,Canada,Desktop,2024-03-07 08:10:44,1,0.11,0
00e2c426-208b-4bd9-bd05-9667e52e1146,CUSTFRAUD-1378,1284.34,POS Payment,Singapore,Mobile,2024-02-14 08:46:33,0,0.22,0
c9202f3b-8a17-4add-835a-fe2df79a798d,CUSTFRAUD-1227,6985.58,Wire Transfer,France,Unknown,2024-01-19 03:51:08,0,0.68,0
06b350ce-ff2e-4a83-995b-10fc2360438e,CUSTFRAUD-3442,5452.77,Online Purchase,Australia,Mobile,2024-02-11 17:30:13,1,0.34,0
a5dfb7bc-33b3-406b-8676-5d306ee4a81d,CUSTFRAUD-4138,5472.29,Crypto Exchange,Canada,Unknown,2024-03-17 11:34:53,1,0.09,0
4fe89179-3a66-4b7c-806e-13195bc6a4bb,CUSTFRAUD-1516,1491.39,Crypto Exchange,Singapore,Desktop,2024-02-21 21:35:07,0,0.54,0
820ad1fb-62b9-426d-a8c3-4beab66887c8,CUSTFRAUD-4341,891.49,POS Payment,France,Mobile,2024-02-16 07:30:05,1,0.12,0
f876cdd7-1ce1-4361-8c13-46c471962cd7,CUSTFRAUD-7881,1010.87,Wire Transfer,Germany,Mobile,2024-03-20 20:13:17,1,0.13,0
31c14a38-7d80-46c5-977a-a8ed3b6ecc90,CUSTFRAUD-8163,8551.97,Wire Transfer,Australia,Desktop,2024-01-01 22:01:50,1,0.31,0
f523cd2c-74fc-456d-8639-e46ed0204cef,CUSTFRAUD-3462,1964.22,Online Purchase,France,Desktop,2024-03-02 10:44:16,1,0.76,1
39b16a1c-c6de-43ec-aaa7-6bb6b96d10ff,CUSTFRAUD-1323,2661.98,Wire Transfer,Singapore,Tablet,2024-03-22 17:43:38,1,0.66,0
36f17813-5bc1-40fc-9512-7eff9b0a622e,CUSTFRAUD-1123,9431.13,ATM Withdrawal,Australia,Mobile,2024-03-16 08:09:27,0,0.48,0
b7a66076-628d-4ec6-acfc-02c5b975df47,CUSTFRAUD-1098,2778.41,Wire Transfer,Japan,Desktop,2024-03-18 14:47:34,1,0.04,0
908ca6db-2c61-402b-be26-6e507457ecb1,CUSTFRAUD-9837,1817.17,Crypto Exchange,Canada,Unknown,2024-03-04 09:21:15,0,0.23,0
e5599001-5aa3-4b5a-8334-4109dcb4998a,CUSTFRAUD-2992,8005.56,Online Purchase,Japan,Unknown,2024-03-01 23:30:40,1,0.24,0
b73474d5-6084-4508-b6f9-9d45c959a9e6,CUSTFRAUD-2853,2695.81,Wire Transfer,Japan,Unknown,2024-01-23 19:35:03,0,1.0,1
25229f2e-4f18-4cf1-8b73-2bc62e511f34,CUSTFRAUD-6169,8201.87,Online Purchase,Canada,Mobile,2024-01-27 18:43:16,0,0.61,0
8ea229fe-a8b8-4f03-a91e-ccfe2decfbc8,CUSTFRAUD-9671,4643.12,ATM Withdrawal,Canada,Unknown,2024-01-05 00:40:49,1,0.46,0
aa4b401c-b33a-479b-8bff-5dd58bd52652,CUSTFRAUD-4592,4235.74,Crypto Exchange,Germany,Tablet,2024-03-20 08:53:17,0,0.1,0
e8855f0e-7abd-4edd-adec-93098ea6c12d,CUSTFRAUD-4147,5037.44,POS Payment,UK,Tablet,2024-01-23 04:25:34,1,0.94,1
7ae78cf6-07c8-4775-a07e-ebce5a957878,CUSTFRAUD-2100,118.2,POS Payment,Germany,Mobile,2024-01-15 06:28:33,1,0.21,0
1bd76de2-b6ac-4044-8130-102af825088f,CUSTFRAUD-7225,3421.97,Wire Transfer,Germany,Unknown,2024-01-16 17:11:01,1,0.93,1
11464803-c3a9-4b18-ae39-d5be5e7bd727,CUSTFRAUD-2054,7398.59,Wire Transfer,UK,Desktop,2024-01-10 16:12:06,1,0.94,1
01c5e69d-f4f2-403a-bb4c-95189cf53acd,CUSTFRAUD-2498,3420.62,Crypto Exchange,Australia,Unknown,2024-03-15 02:56:55,1,0.54,0
2bf9dd39-c284-47ad-a806-bc0526c665ee,CUSTFRAUD-7078,1455.11,POS Payment,UK,Unknown,2024-01-22 13:42:34,0,0.52,0
dbebb610-b639-4d3d-9506-ca5ff3e51b35,CUSTFRAUD-2331,8680.18,ATM Withdrawal,Australia,Unknown,2024-02-05 07:24:58,0,0.24,0
9988facc-c670-4761-9796-6d0277611f8a,CUSTFRAUD-2482,7219.7,Online Purchase,USA,Tablet,2024-03-17 09:27:01,1,0.16,0
7850c401-3c40-4209-b544-832276d69248,CUSTFRAUD-6288,4155.5,Wire Transfer,Australia,Desktop,2024-02-12 13:25:51,0,0.88,1
643d916e-2988-473a-a698-abbc3a353c16,CUSTFRAUD-8766,5356.54,Wire Transfer,Australia,Tablet,2024-01-17 17:44:18,1,0.48,0
4dcec989-1dae-4dc5-aeb0-f6e8059062bf,CUSTFRAUD-2220,3549.52,Online Purchase,UAE,Tablet,2024-01-08 06:36:18,1,0.47,0
5554bfc8-8f9c-433c-af06-9ee2e9102cb4,CUSTFRAUD-3724,6370.45,Online Purchase,UAE,Tablet,2024-01-03 17:23:40,0,0.68,0
4116e563-3497-49f5-86b6-b0346e720747,CUSTFRAUD-1144,2231.79,Crypto Exchange,Japan,Tablet,2024-03-19 12:29:30,1,0.19,0
d277ea86-f86a-4957-b287-395ce0c7e757,CUSTFRAUD-5780,8094.82,POS Payment,India,Unknown,2024-02-17 11:14:56,1,0.58,0
84c2cd81-a5c5-4835-a2c5-52be7e575c6e,CUSTFRAUD-7068,6961.47,Online Purchase,Canada,Mobile,2024-02-03 05:06:24,0,0.16,0
becc1206-8d6c-49ea-bb91-ac828c3956a0,CUSTFRAUD-9650,7481.62,Online Purchase,Singapore,Desktop,2024-02-19 13:56:30,0,0.8,0
bd34034e-5531-42a5-9812-e1f27c94d205,CUSTFRAUD-1247,3559.7,POS Payment,Canada,Desktop,2024-01-30 05:40:55,1,0.75,1
b726462a-e795-450f-a3cf-1ed191640753,CUSTFRAUD-2816,9252.8,ATM Withdrawal,France,Mobile,2024-01-13 19:58:11,0,0.69,0
2b9513e6-f878-4a40-b7e4-52958a5a15b0,CUSTFRAUD-5748,2448.86,Online Purchase,Germany,Mobile,2024-01-02 20:33:37,0,0.12,0
cb11595b-c483-4254-9fef-33e5e758ad31,CUSTFRAUD-9444,3306.46,Online Purchase,Japan,Desktop,2024-01-12 20:29:54,0,0.98,1
f0241bad-11b2-4a32-b567-78d5ec56c341,CUSTFRAUD-3108,3284.68,ATM Withdrawal,Singapore,Desktop,2024-02-19 21:18:09,1,0.54,0
26f69de0-e23e-4d96-873e-08251357d641,CUSTFRAUD-3084,4679.73,Online Purchase,Australia,Desktop,2024-01-13 08:14:50,0,0.24,0
b4e5fcc4-b739-43a4-b6b5-8587535c5528,CUSTFRAUD-2183,3984.69,POS Payment,Australia,Unknown,2024-03-08 17:51:58,1,0.0,0
19c1473b-b84a-4b54-a626-2ee6b7d45e55,CUSTFRAUD-5385,2229.0,Wire Transfer,France,Mobile,2024-03-25 21:09:32,0,0.19,0
ff326474-aee9-41db-a925-b9c4215723c7,CUSTFRAUD-9392,6424.55,ATM Withdrawal,Australia,Mobile,2024-02-09 15:24:27,0,0.99,1
2dd77f6c-bd81-4a8c-841d-aacf0da4fd30,CUSTFRAUD-3573,6429.92,Online Purchase,Australia,Mobile,2024-02-08 05:57:13,0,0.01,0
200b9b6d-207e-4463-925b-8bf2175146db,CUSTFRAUD-5958,6287.9,POS Payment,Canada,Unknown,2024-02-12 03:03:42,0,0.84,0
13200eb2-568b-440c-b577-f9867975e359,CUSTFRAUD-5345,9286.8,ATM Withdrawal,Singapore,Tablet,2024-02-28 17:43:31,0,0.81,0
e43f0213-fada-4a03-888f-17c267c63e84,CUSTFRAUD-5338,7654.01,POS Payment,Canada,Mobile,2024-03-11 17:59:08,0,0.9,1
550fc35f-c833-4019-81ef-07464755b010,CUSTFRAUD-4735,1472.95,Online Purchase,UK,Desktop,2024-01-17 07:25:42,1,0.2,0
23d7dab1-859c-4b3d-b44a-09d74b8ec087,CUSTFRAUD-9958,2513.85,ATM Withdrawal,Canada,Tablet,2024-02-05 19:25:49,0,0.43,0
1aedf083-625a-4dcf-a576-e9337f9765a2,CUSTFRAUD-3077,5901.25,Wire Transfer,UAE,Desktop,2024-03-28 06:50:13,0,0.3,0
dfbaf8ee-4ff3-4ec6-981f-02d81a6610bf,CUSTFRAUD-8895,14.8,ATM Withdrawal,Singapore,Tablet,2024-01-01 04:11:29,0,0.92,1
9c88960f-56a8-4293-a15a-e448d5c0922f,CUSTFRAUD-8074,2280.11,Wire Transfer,Japan,Tablet,2024-01-31 00:52:11,0,0.78,0
ad1e31b2-87a6-4858-9373-f88df7ccef27,CUSTFRAUD-7170,7963.81,Wire Transfer,India,Desktop,2024-01-04 13:04:44,1,0.71,1
b8fda287-d540-4961-8eea-5a701a0b9ad7,CUSTFRAUD-5156,8950.58,ATM Withdrawal,Germany,Mobile,2024-02-02 09:08:45,0,0.59,0
c85867e1-dcba-4603-b1fa-fa9295acd02a,CUSTFRAUD-5050,3384.54,ATM Withdrawal,UK,Unknown,2024-02-02 07:19:09,0,0.01,0
ded278f1-dc01-4e59-b643-603a1ba214e0,CUSTFRAUD-8001,9318.44,ATM Withdrawal,Japan,Tablet,2024-02-21 00:44:28,1,0.43,0
b935dcf0-64ba-40f5-b1ec-75b49a85f05b,CUSTFRAUD-8156,1837.36,Wire Transfer,India,Mobile,2024-02-21 18:04:50,1,0.23,0
d5addb7d-4265-4309-a934-bd12670a8535,CUSTFRAUD-3912,7538.29,Wire Transfer,USA,Desktop,2024-02-19 00:14:41,0,0.66,0
347fdaed-5611-41bc-99bb-b6d208b22d64,CUSTFRAUD-7648,9565.66,Wire Transfer,Japan,Mobile,2024-01-29 03:10:04,1,0.31,0
72d73234-e4c6-4e7d-b422-181883d6c8d8,CUSTFRAUD-3993,5523.38,Crypto Exchange,Australia,Tablet,2024-02-28 17:42:55,0,0.6,0
af2faa2f-10fa-4b83-88e5-1ada70c1d2b9,CUSTFRAUD-1091,7323.58,Wire Transfer,Germany,Mobile,2024-01-18 08:49:43,1,0.64,0
41654d10-c5eb-4b41-b1ce-c7cc36facc62,CUSTFRAUD-2040,2199.4,Online Purchase,USA,Tablet,2024-01-02 21:10:27,0,0.82,0
2c7ba4df-e13c-4436-8a79-1e4eb75852e5,CUSTFRAUD-8882,4253.08,POS Payment,India,Desktop,2024-01-31 09:06:43,1,0.77,1
533cc3ff-07bd-4d82-978b-4f941638b8b0,CUSTFRAUD-5315,4473.42,POS Payment,Canada,Tablet,2024-03-13 06:11:54,0,0.2,0
2a48ca38-85e6-44e9-a5a4-670f7945f791,CUSTFRAUD-8940,847.01,Online Purchase,Australia,Tablet,2024-02-05 16:47:11,0,0.11,0
c175c5ef-6a3d-4433-b21b-c818535e1862,CUSTFRAUD-8947,7616.13,ATM Withdrawal,UAE,Unknown,2024-01-04 15:51:27,0,0.45,0
4502185d-17bb-4a74-a575-76f253dc7142,CUSTFRAUD-5186,6347.34,Online Purchase,Japan,Mobile,2024-01-08 12:20:26,0,0.23,0
c6f77704-a5ce-44e6-aa63-7605889e36a3,CUSTFRAUD-9154,5322.46,POS Payment,Canada,Desktop,2024-01-22 13:41:20,0,0.36,0
fe0ca283-1d4a-4a02-8674-b86872a4596a,CUSTFRAUD-5605,4580.27,Crypto Exchange,Germany,Tablet,2024-03-10 02:12:11,0,0.78,0
935c0bf7-1ff7-417a-a8f8-2307aa66918f,CUSTFRAUD-7159,9160.85,Crypto Exchange,France,Tablet,2024-02-11 10:40:49,1,0.72,1
da014778-f832-4d04-a09f-1b55e155743a,CUSTFRAUD-6186,3592.41,Online Purchase,Canada,Unknown,2024-03-09 10:54:17,0,0.4,0
